,Symbol,Name,Sector,industry,Exchange,CIK
1504,FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks,NASDAQ,860413
1505,FICO,Fair Isaac Corporation,Miscellaneous,Business Services,NYSE,814547
1506,FIF,First Trust Energy Infrastructure Fund,,,NYSE,1513789
1507,FIG,Fortress Investment Group LLC,Finance,Investment Managers,NYSE,1380393
1508,FII,"Federated Investors, Inc.",Finance,Investment Managers,NYSE,1056288
1509,FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,886137
1510,FIS,"Fidelity National Information Services, Inc.",Miscellaneous,Business Services,NYSE,1136893
1511,FISI,"Financial Institutions, Inc.",Finance,Major Banks,NASDAQ,862831
1512,FISV,"Fiserv, Inc.",Technology,EDP Services,NASDAQ,798354
1513,FIT,"Fitbit, Inc.",Technology,Computer Manufacturing,NYSE,886432
1514,FITB,Fifth Third Bancorp,Finance,Major Banks,NASDAQ,35527
1515,FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ,1177609
1516,FIVN,"Five9, Inc.",Technology,EDP Services,NASDAQ,1288847
1517,FIX,"Comfort Systems USA, Inc.",Capital Goods,Engineering & Construction,NYSE,1035983
1518,FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,69891
1519,FL,"Foot Locker, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,850209
1520,FLAG,WeatherStorm Forensic Accounting Long Short ETF,,,NASDAQ,897509
1521,FLC,Flaherty & Crumrine Total Return Fund Inc,,,NYSE,1245648
1522,FLDM,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,1162194
1523,FLEX,Flex Ltd.,Technology,Electrical Products,NASDAQ,866374
1524,FLIC,The First of Long Island Corporation,Finance,Major Banks,NASDAQ,740663
1525,FLIR,"FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,354908
1526,FLKS,"Flex Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1615219
1527,FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,891482
1528,FLML,Flamel Technologies S.A.,Health Care,Major Pharmaceuticals,NASDAQ,1012477
1529,FLO,"Flowers Foods, Inc.",Consumer Non-Durables,Packaged Foods,NYSE,1128928
1530,FLOW,"SPX FLOW, Inc.",Technology,Industrial Machinery/Components,NYSE,713002
1531,FLR,Fluor Corporation,Basic Industries,Military/Government/Technical,NYSE,1124198
1532,FLS,Flowserve Corporation,Capital Goods,Fluid Controls,NYSE,30625
1533,FLT,"FleetCor Technologies, Inc.",Miscellaneous,Business Services,NYSE,1175454
1534,FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores,NASDAQ,1084869
1535,FLXN,"Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1419600
1536,FLXS,"Flexsteel Industries, Inc.",Consumer Durables,Home Furnishings,NASDAQ,37472
1537,FLY,Fly Leasing Limited,,,NYSE,1407298
1538,FMBH,"First Mid-Illinois Bancshares, Inc.",Finance,Major Banks,NASDAQ,700565
1539,FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks,NASDAQ,702325
1540,FMC,FMC Corporation,Basic Industries,Major Chemicals,NYSE,37785
1541,FMI,"Foundation Medicine, Inc.",Health Care,Medical Specialities,NASDAQ,1488613
1542,FMK,First Trust Mega Cap AlphaDEX Fund,,,NASDAQ,887591
1543,FMN,Federated Premier Municipal Income Fund,,,NYSE,1199004
1544,FMNB,Farmers National Banc Corp.,Finance,Major Banks,NASDAQ,709337
1545,FMO,Fiduciary/Claymore MLP Opportunity Fund,,,NYSE,1305197
1546,FMSA,Fairmount Santrol Holdings Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,1010858
1547,FMY,First Trust,,,NYSE,1319183
1548,FN,Fabrinet,Public Utilities,Telecommunications Equipment,NYSE,1408710
1549,FNB,F.N.B. Corporation,Finance,Major Banks,NYSE,37808
1550,FNF,"Fidelity National Financial, Inc.",Finance,Specialty Insurers,NYSE,809398
1551,FNGN,"Financial Engines, Inc.",Finance,Investment Managers,NASDAQ,1430592
1552,FNHC,Federated National Holding Company,Finance,Property-Casualty Insurers,NASDAQ,1069996
1553,FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks,NASDAQ,765207
1554,FNSR,Finisar Corporation,Technology,Semiconductors,NASDAQ,1094739
1555,FOE,Ferro Corporation,Basic Industries,Paints/Coatings,NYSE,35214
1556,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",,,NYSE,1375340
1557,FOGO,"Fogo de Chao, Inc.",Consumer Services,Restaurants,NASDAQ,1627487
1558,FOLD,"Amicus Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1178879
1559,FOMX,Foamix Pharmaceuticals Ltd.,Consumer Durables,Specialty Chemicals,NASDAQ,1606645
1560,FONR,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,355019
1561,FOR,Forestar Group Inc,Finance,Real Estate,NYSE,1406587
1562,FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products,NASDAQ,38264
1563,FORK,Fuling Global Inc.,Consumer Non-Durables,Plastic Products,NASDAQ,1637921
1564,FORM,"FormFactor, Inc.",Technology,Semiconductors,NASDAQ,1039399
1565,FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services,NASDAQ,1023313
1566,FORTY,Formula Systems (1985) Ltd.,Technology,EDP Services,NASDAQ,1045986
1567,FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties,NASDAQ,883569
1568,FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,NASDAQ,1068002
1569,FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles,NASDAQ,1424929
1570,FPF,First Trust Intermediate Duration Preferred & Income Fund,,,NYSE,1567569
1571,FPI,Farmland Partners Inc.,Consumer Services,Real Estate Investment Trusts,NYSE,1356750
1572,FPO,First Potomac Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE,1254595
1573,FPP,FieldPoint Petroleum Corporation,Energy,Oil & Gas Production,AMEX,316736
1574,FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1175505
1575,FPT,Federated Premier Intermediate Municipal Income Fund,,,NYSE,1202806
1576,FR,"First Industrial Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,921825
1577,FRA,Blackrock Floating Rate Income Strategies Fund Inc,,,NYSE,1259708
1578,FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,1399935
1579,FRBK,"Republic First Bancorp, Inc.",Finance,Major Banks,NASDAQ,834285
1580,FRD,Friedman Industries Inc.,Capital Goods,Steel/Iron Ore,AMEX,39092
1581,FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ,724571
1582,FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ,1534992
1583,FRME,First Merchants Corporation,Finance,Major Banks,NASDAQ,712534
1584,FRO,Frontline Ltd.,Transportation,Marine Transportation,NYSE,913290
1585,FRP,"FairPoint Communications, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,1062613
1586,FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ,1032863
1587,FRSH,"Papa Murphy&#39;s Holdings, Inc.",Consumer Services,Restaurants,NASDAQ,1592379
1588,FRT,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts,NYSE,1041557
1589,FSAM,Fifth Street Asset Management Inc.,Finance,Investment Managers,NASDAQ,1611988
1590,FSBC,"FSB Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,1389797
1591,FSBK,First South Bancorp Inc,Finance,Major Banks,NASDAQ,1097631
1592,FSBW,"FS Bancorp, Inc.",Finance,Banks,NASDAQ,1530249
1593,FSC,Fifth Street Finance Corp.,,,NASDAQ,1414932
1594,FSD,First Trust High Income Long Short Fund,,,NYSE,1494530
1595,FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions,NASDAQ,1435508
1596,FSFR,Fifth Street Senior Floating Rate Corp.,,,NASDAQ,1577791
1597,FSI,Flexible Solutions International Inc.,Basic Industries,Major Chemicals,AMEX,1069394
1598,FSLR,"First Solar, Inc.",Technology,Semiconductors,NASDAQ,1274494
1599,FSM,Fortuna Silver Mines Inc.,Basic Industries,Precious Metals,NYSE,37914
1600,FSP,Franklin Street Properties Corp.,Consumer Services,Real Estate Investment Trusts,AMEX,1031316
1601,FSS,Federal Signal Corporation,Capital Goods,Auto Manufacturing,NYSE,277509
1602,FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications,NASDAQ,352825
1603,FSV,FirstService Corporation,Finance,Real Estate,NASDAQ,1637810
1604,FT,Franklin Universal Trust,,,NYSE,833040
1605,FTD,"FTD Companies, Inc.",Consumer Services,Other Consumer Services,NASDAQ,1575360
1606,FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment,NASDAQ,846913
1607,FTF,Franklin Limited Duration Income Trust,,,AMEX,1233087
1608,FTGC,First Trust Global Tactical Commodity Strategy Fund,,,NASDAQ,1427580
1609,FTI,"FMC Technologies, Inc.",Energy,Metal Fabrications,NYSE,1135152
1610,FTK,"Flotek Industries, Inc.",Basic Industries,Major Chemicals,NYSE,928054
1611,FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment,NASDAQ,1262039
1612,FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,NASDAQ,20520
1613,FTS,Fortis Inc.,Public Utilities,Electric Utilities: Central,NYSE,1011308
1614,FUEL,Rocket Fuel Inc.,Technology,"Computer Software: Programming, Data Processing",NASDAQ,1477200
1615,FUL,H. B. Fuller Company,Basic Industries,Home Furnishings,NYSE,39368
1616,FULT,Fulton Financial Corporation,Finance,Major Banks,NASDAQ,700564
1617,FUN,"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE,811532
1618,FUNC,First United Corporation,Finance,Major Banks,NASDAQ,763907
1619,FUND,"Sprott Focus Trust, Inc.",,,NASDAQ,825202
1620,FVE,"Five Star Quality Care, Inc.",Health Care,Hospital/Nursing Management,NASDAQ,1159281
1621,FWRD,Forward Air Corporation,Transportation,Oil Refining/Marketing,NASDAQ,912728
1622,FXCM,FXCM Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,1499912
1623,G,Genpact Limited,Consumer Services,Professional Services,NYSE,1398659
1624,GAB,"Gabelli Equity Trust, Inc. (The)",,,NYSE,794685
1625,GABC,"German American Bancorp, Inc.",Finance,Major Banks,NASDAQ,714395
1626,GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment,NASDAQ,1089872
1627,GAIN,Gladstone Investment Corporation,,,NASDAQ,1321741
1628,GALE,"Galena Biopharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1390478
1629,GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1133416
1630,GAM,"General American Investors, Inc.",,,NYSE,40417
1631,GARS,Garrison Capital Inc.,,,NASDAQ,1509892
1632,GASS,"StealthGas, Inc.",Transportation,Marine Transportation,NASDAQ,1328919
1633,GBAB,Guggenheim Taxable Municipal Managed Duration Trst,,,NYSE,1495825
1634,GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks,NASDAQ,868671
1635,GBDC,"Golub Capital BDC, Inc.",,,NASDAQ,1476765
1636,GBL,"Gamco Investors, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,1060349
1637,GBLI,Global Indemnity Limited,Finance,Property-Casualty Insurers,NASDAQ,1494904
1638,GBNK,Guaranty Bancorp,Finance,Major Banks,NASDAQ,1324410
1639,GBR,"New Concept Energy, Inc",Energy,Oil & Gas Production,AMEX,105744
1640,GBT,"Global Blood Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1629137
1641,GBX,"Greenbrier Companies, Inc. (The)",Capital Goods,Railroads,NYSE,923120
1642,GCAP,"GAIN Capital Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,1444363
1643,GCBC,"Greene County Bancorp, Inc.",Finance,Banks,NASDAQ,1070524
1644,GCH,"Aberdeen Greater China Fund, Inc.",,,NYSE,887546
1645,GCI,TEGNA Inc.,Consumer Services,Newspapers/Magazines,NYSE,1635718
1646,GCO,Genesco Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,18498
1647,GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",,,NYSE,845611
1648,GD,General Dynamics Corporation,Capital Goods,Marine Transportation,NYSE,40533
1649,GDL,The GDL Fund,,,NYSE,1378701
1650,GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,,,NYSE,1472341
1651,GDOT,Green Dot Corporation,Finance,Finance: Consumer Services,NYSE,1386278
1652,GDV,Gabelli Dividend,,,NYSE,1260729
1653,GE,General Electric Company,Energy,Consumer Electronics/Appliances,NYSE,40545
1654,GEB,General Electric Company,Energy,Consumer Electronics/Appliances,NYSE,1055726
1655,GEF,Greif Bros. Corporation,,,NYSE,43920
1656,GEK,General Electric Capital Corporation,Energy,Consumer Electronics/Appliances,NYSE,40554
1657,GEL,"Genesis Energy, L.P.",Energy,Oil Refining/Marketing,NYSE,1022321
1658,GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,,,NYSE,1526104
1659,GERN,Geron Corporation,Health Care,Major Pharmaceuticals,NASDAQ,886744
1660,GES,"Guess?, Inc.",Consumer Non-Durables,Apparel,NYSE,912463
1661,GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals,NASDAQ,1392380
1662,GF,"New Germany Fund, Inc. (The)",,,NYSE,858706
1663,GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks,NASDAQ,1046203
1664,GFF,Griffon Corporation,Capital Goods,Building Products,NYSE,50725
1665,GFI,Gold Fields Limited,Basic Industries,Precious Metals,NYSE,1172724
1666,GFN,General Finance Corporation,Technology,Diversified Commercial Services,NASDAQ,1342287
1667,GFY,Western Asset Variable Rate Strategic Fund Inc.,,,NYSE,1299393
1668,GGE,Guggenheim Enhanced Equity Strategy Fund,,,NYSE,1267890
1669,GGG,Graco Inc.,Capital Goods,Fluid Controls,NYSE,42888
1670,GGM,Guggenheim Credit Allocation Fund,,,NYSE,1551949
1671,GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",,,AMEX,1313510
1672,GGP,"General Growth Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1496048
1673,GGT,Gabelli Multi-Media Trust Inc. (The),,,NYSE,921671
1674,GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities,NASDAQ,1131324
1675,GHL,"Greenhill & Co., Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,1282977
1676,GHM,Graham Corporation,Technology,Industrial Machinery/Components,NYSE,716314
1677,GHY,"Prudential Global Short Duration High Yield Fund, Inc.",,,NYSE,1554697
1678,GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications,NASDAQ,1031623
1679,GIGA,Giga-tronics Incorporated,Capital Goods,Electrical Products,NASDAQ,1105101
1680,GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel,NASDAQ,821002
1681,GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,882095
1682,GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,897322
1683,GIM,"Templeton Global Income Fund, Inc.",,,NYSE,828803
1684,GIMO,Gigamon Inc.,Technology,EDP Services,NYSE,1484504
1685,GIS,"General Mills, Inc.",Consumer Non-Durables,Packaged Foods,NYSE,40704
1686,GK,"G&K Services, Inc.",Consumer Services,Other Consumer Services,NASDAQ,39648
1687,GLAD,Gladstone Capital Corporation,,,NASDAQ,1143513
1688,GLBL,"TerraForm Global, Inc.",Public Utilities,Electric Utilities: Central,NASDAQ,1620702
1689,GLBZ,Glen Burnie Bancorp,Finance,Major Banks,NASDAQ,890066
1690,GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical,NASDAQ,1372020
1691,GLF,"GulfMark Offshore, Inc.",Energy,Metal Fabrications,NYSE,1030749
1692,GLMD,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,NASDAQ,1595353
1693,GLNG,Golar LNG Limited,Consumer Services,Marine Transportation,NASDAQ,1207179
1694,GLO,Clough Global Opportunities Fund,,,AMEX,1350869
1695,GLOB,Globant S.A.,Technology,EDP Services,NYSE,1009463
1696,GLP,Global Partners LP,Energy,Oil Refining/Marketing,NYSE,1323468
1697,GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,1575965
1698,GLQ,Clough Global Equity Fund,,,AMEX,1316463
1699,GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers,NASDAQ,1385613
1700,GLT,Glatfelter,Basic Industries,Paper,NYSE,41719
1701,GLU,The Gabelli Global Utility and Income Trust,,,AMEX,1282957
1702,GLUU,Glu Mobile Inc.,Technology,EDP Services,NASDAQ,1366246
1703,GLV,Clough Global Dividend and Income Fund,,,AMEX,1288795
1704,GLW,Corning Incorporated,Basic Industries,Telecommunications Equipment,NYSE,24741
1705,GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1253689
1706,GM,General Motors Company,Capital Goods,Auto Manufacturing,NYSE,1467858
1707,GMAN,"Gordmans Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,1490636
1708,GME,Gamestop Corporation,Consumer Services,Electronics Distribution,NYSE,1326380
1709,GMED,"Globus Medical, Inc.",Health Care,Medical/Dental Instruments,NYSE,1237831
1710,GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation,NASDAQ,1415916
1711,GMO,"General Moly, Inc",Basic Industries,Precious Metals,AMEX,1275229
1712,GMZ,Goldman Sachs MLP Income Opportunities Fund,,,NYSE,1579762
1713,GNC,"GNC Holdings, Inc.",Consumer Non-Durables,Food Chains,NYSE,1502034
1714,GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1457612
1715,GNCMA,"General Communication, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,808461
1716,GNE,Genie Energy Ltd.,Public Utilities,Power Generation,NYSE,1528356
1717,GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1487371
1718,GNRC,Generac Holdlings Inc.,Consumer Durables,Metal Fabrications,NYSE,1474735
1719,GNT,"GAMCO Natural Resources, Gold & Income Tust ",,,NYSE,1438893
1720,GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.,NASDAQ,355811
1721,GNUS,"Genius Brands International, Inc.",Consumer Services,Movies/Entertainment,NASDAQ,1355848
1722,GNVC,"GenVec, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,934473
1723,GNW,Genworth Financial Inc,Finance,Life Insurance,NYSE,1276520
1724,GOF,Guggenheim Strategic Opportunities Fund,,,NYSE,1380936
1725,GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment,NASDAQ,1537054
1726,GOLF,Acushnet Holdings Corp.,Consumer Non-Durables,Recreational Products/Toys,NYSE,1202273
1727,GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate,NASDAQ,1234006
1728,GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing",NASDAQ,1288776
1729,GORO,Gold Resource Corporation,Basic Industries,Precious Metals,AMEX,1160791
1730,GOV,Government Properties Income Trust,Finance,Real Estate,NASDAQ,1456772
1731,GPC,Genuine Parts Company,Capital Goods,Automotive Aftermarket,NYSE,40987
1732,GPI,"Group 1 Automotive, Inc.",Consumer Durables,Automotive Aftermarket,NYSE,1031203
1733,GPIC,Gaming Partners International Corporation,Consumer Non-Durables,Recreational Products/Toys,NASDAQ,918580
1734,GPK,Graphic Packaging Holding Company,Consumer Durables,Containers/Packaging,NYSE,1408075
1735,GPN,Global Payments Inc.,Miscellaneous,Business Services,NYSE,1123360
1736,GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production,NASDAQ,874499
1737,GPP,Green Plains Partners LP,Basic Industries,Major Chemicals,NASDAQ,1266112
1738,GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals,NASDAQ,1309402
1739,GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ,1500435
1740,GPS,"Gap, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,39911
1741,GPT,Gramercy Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE,911935
1742,GPX,GP Strategies Corporation,Consumer Services,Other Consumer Services,NYSE,70415
1743,GRA,W.R. Grace & Co.,Basic Industries,Major Chemicals,NYSE,1045309
1744,GRC,Gorman-Rupp Company (The),Capital Goods,Fluid Controls,AMEX,42682
1745,GRF,"Eagle Capital Growth Fund, Inc.",,,AMEX,850027
1746,GRIF,"Griffin Industrial Realty, Inc.",Finance,Real Estate,NASDAQ,1037390
1747,GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ,1121788
1748,GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers,NASDAQ,754811
1749,GRPN,"Groupon, Inc.",Technology,Advertising,NASDAQ,1490281
1750,GRR,"Asia Tigers Fund, Inc. (The)",,,NYSE,912729
1751,GRUB,GrubHub Inc.,Miscellaneous,Business Services,NYSE,1594109
